Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Date,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,day_name,weekday,is_weekend,sleep_efficiency,activity_level,total_active_minutes,non_sedentary_minutes,active_percentage,steps_bin
1503960366,4/22/2016,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,2016-04-22,NA,NA,NA,Friday,5,FALSE,NA,Highly Active,223,223,1,"[1.25e+04,1.5e+04)"
1503960366,4/23/2016,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,2016-04-23,1,361,384,Saturday,6,TRUE,0.9401041666666666,Highly Active,324,708,0.4576271186440678,"[1.25e+04,1.5e+04)"
1503960366,4/24/2016,10039,6.40999984741211,6.40999984741211,0,2.92000007629395,0.209999993443489,3.27999997138977,0,39,5,238,709,1788,2016-04-24,1,430,449,Sunday,7,TRUE,0.9576837416481069,Active,282,731,0.3857729138166895,"[1e+04,1.25e+04)"
1503960366,4/25/2016,15355,9.80000019073486,9.80000019073486,0,5.28999996185303,0.569999992847443,3.94000005722046,0,73,14,216,814,2013,2016-04-25,1,277,323,Monday,1,FALSE,0.8575851393188855,Highly Active,303,626,0.4840255591054313,"[1.5e+04,1.75e+04)"
1503960366,4/26/2016,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,2016-04-26,1,245,274,Tuesday,2,FALSE,0.8941605839416058,Highly Active,333,607,0.5485996705107083,"[1.25e+04,1.5e+04)"
1503960366,4/27/2016,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,2016-04-27,NA,NA,NA,Wednesday,3,FALSE,NA,Highly Active,332,332,1,"[1.75e+04,2e+04)"
1503960366,4/28/2016,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,2016-04-28,1,366,393,Thursday,4,FALSE,0.9312977099236641,Highly Active,265,658,0.4027355623100304,"[1.25e+04,1.5e+04)"
1503960366,4/29/2016,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,2016-04-29,1,341,354,Friday,5,FALSE,0.963276836158192,Active,271,625,0.4336,"[1e+04,1.25e+04)"
1503960366,4/30/2016,14673,9.25,9.25,0,3.55999994277954,1.41999995708466,4.26999998092651,0,52,34,217,712,1947,2016-04-30,1,404,425,Saturday,6,TRUE,0.9505882352941176,Highly Active,303,728,0.41620879120879123,"[1.25e+04,1.5e+04)"
1503960366,5/1/2016,10602,6.80999994277954,6.80999994277954,0,2.28999996185303,1.60000002384186,2.92000007629395,0,33,35,246,730,1820,2016-05-01,1,369,396,Sunday,7,TRUE,0.9318181818181818,Active,314,710,0.4422535211267606,"[1e+04,1.25e+04)"
1503960366,5/2/2016,14727,9.71000003814697,9.71000003814697,0,3.21000003814697,0.569999992847443,5.92000007629395,0,41,15,277,798,2004,2016-05-02,1,277,309,Monday,1,FALSE,0.8964401294498382,Highly Active,333,642,0.5186915887850467,"[1.25e+04,1.5e+04)"
1503960366,5/3/2016,15103,9.65999984741211,9.65999984741211,0,3.73000001907349,1.04999995231628,4.88000011444092,0,50,24,254,816,1990,2016-05-03,1,273,296,Tuesday,2,FALSE,0.9222972972972973,Highly Active,328,624,0.5256410256410257,"[1.5e+04,1.75e+04)"
1503960366,5/4/2016,11100,7.15000009536743,7.15000009536743,0,2.46000003814697,0.870000004768372,3.8199999332428,0,36,22,203,1179,1819,2016-05-04,NA,NA,NA,Wednesday,3,FALSE,NA,Active,261,261,1,"[1e+04,1.25e+04)"
1503960366,5/5/2016,14070,8.89999961853027,8.89999961853027,0,2.92000007629395,1.08000004291534,4.88000011444092,0,45,24,250,857,1959,2016-05-05,1,247,264,Thursday,4,FALSE,0.9356060606060606,Highly Active,319,583,0.5471698113207547,"[1.25e+04,1.5e+04)"
1503960366,5/6/2016,12159,8.02999973297119,8.02999973297119,0,1.97000002861023,0.25,5.80999994277954,0,24,6,289,754,1896,2016-05-06,1,334,367,Friday,5,FALSE,0.9100817438692098,Active,319,686,0.4650145772594752,"[1e+04,1.25e+04)"
1503960366,5/7/2016,11992,7.71000003814697,7.71000003814697,0,2.46000003814697,2.11999988555908,3.13000011444092,0,37,46,175,833,1821,2016-05-07,1,331,349,Saturday,6,TRUE,0.9484240687679083,Active,258,607,0.42504118616144976,"[1e+04,1.25e+04)"
1503960366,5/8/2016,10060,6.57999992370605,6.57999992370605,0,3.52999997138977,0.319999992847443,2.73000001907349,0,44,8,203,574,1740,2016-05-08,1,594,611,Sunday,7,TRUE,0.972176759410802,Active,255,866,0.29445727482678985,"[1e+04,1.25e+04)"
1503960366,5/9/2016,12022,7.71999979019165,7.71999979019165,0,3.45000004768372,0.529999971389771,3.74000000953674,0,46,11,206,835,1819,2016-05-09,1,338,342,Monday,1,FALSE,0.9883040935672515,Active,263,605,0.43471074380165287,"[1e+04,1.25e+04)"
1503960366,5/10/2016,12207,7.76999998092651,7.76999998092651,0,3.34999990463257,1.1599999666214,3.25999999046326,0,46,31,214,746,1859,2016-05-10,1,383,403,Tuesday,2,FALSE,0.9503722084367245,Active,291,694,0.41930835734870314,"[1e+04,1.25e+04)"
1503960366,5/11/2016,12770,8.13000011444092,8.13000011444092,0,2.55999994277954,1.00999999046326,4.55000019073486,0,36,23,251,669,1783,2016-05-11,1,285,306,Wednesday,3,FALSE,0.9313725490196079,Highly Active,310,771,0.40207522697795073,"[1.25e+04,1.5e+04)"
1503960366,5/12/2016,0,0,0,0,0,0,0,0,0,0,0,1440,0,2016-05-12,NA,NA,NA,Thursday,4,FALSE,NA,Sedentary,0,0,0,"[0,2.5e+03)"
1624580081,4/12/2016,8163,5.30999994277954,5.30999994277954,0,0,0,5.30999994277954,0,0,0,146,1294,1432,2016-04-12,NA,NA,NA,Tuesday,2,FALSE,NA,Somewhat Active,146,146,1,"[7.5e+03,1e+04)"
1624580081,4/13/2016,7007,4.55000019073486,4.55000019073486,0,0,0,4.55000019073486,0,0,0,148,1292,1411,2016-04-13,NA,NA,NA,Wednesday,3,FALSE,NA,Low Active,148,148,1,"[5e+03,7.5e+03)"
1624580081,4/14/2016,9107,5.92000007629395,5.92000007629395,0,0,0,5.90999984741211,0.00999999977648258,0,0,236,1204,1572,2016-04-14,NA,NA,NA,Thursday,4,FALSE,NA,Somewhat Active,236,236,1,"[7.5e+03,1e+04)"
1624580081,4/15/2016,1510,0.980000019073486,0.980000019073486,0,0,0,0.970000028610229,0,0,0,96,1344,1344,2016-04-15,NA,NA,NA,Friday,5,FALSE,NA,Sedentary,96,96,1,"[0,2.5e+03)"
1624580081,4/16/2016,5370,3.49000000953674,3.49000000953674,0,0,0,3.49000000953674,0,0,0,176,1264,1463,2016-04-16,NA,NA,NA,Saturday,6,TRUE,NA,Low Active,176,176,1,"[5e+03,7.5e+03)"
1624580081,4/17/2016,6175,4.05999994277954,4.05999994277954,0,1.02999997138977,1.51999998092651,1.49000000953674,0.00999999977648258,15,22,127,1276,1554,2016-04-17,NA,NA,NA,Sunday,7,TRUE,NA,Low Active,164,164,1,"[5e+03,7.5e+03)"
1624580081,4/18/2016,10536,7.40999984741211,7.40999984741211,0,2.15000009536743,0.620000004768372,4.61999988555908,0.00999999977648258,17,7,202,1214,1604,2016-04-18,NA,NA,NA,Monday,1,FALSE,NA,Active,226,226,1,"[1e+04,1.25e+04)"
1624580081,4/19/2016,2916,1.89999997615814,1.89999997615814,0,0,0,1.89999997615814,0,0,0,141,1299,1435,2016-04-19,NA,NA,NA,Tuesday,2,FALSE,NA,Sedentary,141,141,1,"[2.5e+03,5e+03)"
1624580081,4/20/2016,4974,3.23000001907349,3.23000001907349,0,0,0,3.23000001907349,0,0,0,151,1289,1446,2016-04-20,NA,NA,NA,Wednesday,3,FALSE,NA,Sedentary,151,151,1,"[2.5e+03,5e+03)"
1624580081,4/21/2016,6349,4.13000011444092,4.13000011444092,0,0,0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,2016-04-21,NA,NA,NA,Thursday,4,FALSE,NA,Low Active,186,186,1,"[5e+03,7.5e+03)"
1624580081,4/22/2016,4026,2.61999988555908,2.61999988555908,0,0,0,2.59999990463257,0,0,0,199,1241,1470,2016-04-22,NA,NA,NA,Friday,5,FALSE,NA,Sedentary,199,199,1,"[2.5e+03,5e+03)"
1624580081,4/23/2016,8538,5.55000019073486,5.55000019073486,0,0,0,5.53999996185303,0.00999999977648258,0,0,227,1213,1562,2016-04-23,NA,NA,NA,Saturday,6,TRUE,NA,Somewhat Active,227,227,1,"[7.5e+03,1e+04)"
1624580081,4/24/2016,6076,3.95000004768372,3.95000004768372,0,1.14999997615814,0.910000026226044,1.88999998569489,0,16,18,185,1221,1617,2016-04-24,NA,NA,NA,Sunday,7,TRUE,NA,Low Active,219,219,1,"[5e+03,7.5e+03)"
1624580081,4/25/2016,6497,4.21999979019165,4.21999979019165,0,0,0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492,2016-04-25,NA,NA,NA,Monday,1,FALSE,NA,Low Active,202,202,1,"[5e+03,7.5e+03)"
1624580081,4/26/2016,2826,1.8400000333786,1.8400000333786,0,0,0,1.83000004291534,0.00999999977648258,0,0,140,1300,1402,2016-04-26,NA,NA,NA,Tuesday,2,FALSE,NA,Sedentary,140,140,1,"[2.5e+03,5e+03)"
1624580081,4/27/2016,8367,5.44000005722046,5.44000005722046,0,1.11000001430511,1.87000000476837,2.46000003814697,0,17,36,154,1233,1670,2016-04-27,NA,NA,NA,Wednesday,3,FALSE,NA,Somewhat Active,207,207,1,"[7.5e+03,1e+04)"
1624580081,4/28/2016,2759,1.78999996185303,1.78999996185303,0,0,0.200000002980232,1.60000002384186,0,0,5,115,1320,1401,2016-04-28,NA,NA,NA,Thursday,4,FALSE,NA,Sedentary,120,120,1,"[2.5e+03,5e+03)"
1624580081,4/29/2016,2390,1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,150,1290,1404,2016-04-29,NA,NA,NA,Friday,5,FALSE,NA,Sedentary,150,150,1,"[0,2.5e+03)"
1624580081,4/30/2016,6474,4.30000019073486,4.30000019073486,0,0.899999976158142,1.27999997138977,2.11999988555908,0.00999999977648258,11,23,224,1182,1655,2016-04-30,NA,NA,NA,Saturday,6,TRUE,NA,Low Active,258,258,1,"[5e+03,7.5e+03)"
1624580081,5/1/2016,36019,28.0300006866455,28.0300006866455,0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,2690,2016-05-01,NA,NA,NA,Sunday,7,TRUE,NA,Highly Active,420,420,1,"[3.5e+04,3.75e+04]"
1624580081,5/2/2016,7155,4.92999982833862,4.92999982833862,0,0.860000014305115,0.589999973773956,3.47000002861023,0,7,6,166,1261,1497,2016-05-02,NA,NA,NA,Monday,1,FALSE,NA,Low Active,179,179,1,"[5e+03,7.5e+03)"
1624580081,5/3/2016,2100,1.37000000476837,1.37000000476837,0,0,0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,2016-05-03,NA,NA,NA,Tuesday,2,FALSE,NA,Sedentary,96,96,1,"[0,2.5e+03)"
1624580081,5/4/2016,2193,1.42999994754791,1.42999994754791,0,0,0,1.41999995708466,0,0,0,118,1322,1368,2016-05-04,NA,NA,NA,Wednesday,3,FALSE,NA,Sedentary,118,118,1,"[0,2.5e+03)"
1624580081,5/5/2016,2470,1.61000001430511,1.61000001430511,0,0,0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,2016-05-05,NA,NA,NA,Thursday,4,FALSE,NA,Sedentary,117,117,1,"[0,2.5e+03)"
1624580081,5/6/2016,1727,1.12000000476837,1.12000000476837,0,0,0,1.12000000476837,0.00999999977648258,0,0,102,1338,1341,2016-05-06,NA,NA,NA,Friday,5,FALSE,NA,Sedentary,102,102,1,"[0,2.5e+03)"
1624580081,5/7/2016,2104,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,182,1258,1474,2016-05-07,NA,NA,NA,Saturday,6,TRUE,NA,Sedentary,182,182,1,"[0,2.5e+03)"
1624580081,5/8/2016,3427,2.23000001907349,2.23000001907349,0,0,0,2.22000002861023,0,0,0,152,1288,1427,2016-05-08,NA,NA,NA,Sunday,7,TRUE,NA,Sedentary,152,152,1,"[2.5e+03,5e+03)"
1624580081,5/9/2016,1732,1.12999999523163,1.12999999523163,0,0,0,1.12999999523163,0,0,0,91,1349,1328,2016-05-09,NA,NA,NA,Monday,1,FALSE,NA,Sedentary,91,91,1,"[0,2.5e+03)"
1624580081,5/10/2016,2969,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,139,1301,1393,2016-05-10,NA,NA,NA,Tuesday,2,FALSE,NA,Sedentary,139,139,1,"[2.5e+03,5e+03)"
1624580081,5/11/2016,3134,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,112,1328,1359,2016-05-11,NA,NA,NA,Wednesday,3,FALSE,NA,Sedentary,112,112,1,"[2.5e+03,5e+03)"
1624580081,5/12/2016,2971,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,107,890,1002,2016-05-12,NA,NA,NA,Thursday,4,FALSE,NA,Sedentary,107,550,0.19454545454545455,"[2.5e+03,5e+03)"
1644430081,4/12/2016,10694,7.76999998092651,7.76999998092651,0,0.140000000596046,2.29999995231628,5.32999992370605,0,2,51,256,1131,3199,2016-04-12,NA,NA,NA,Tuesday,2,FALSE,NA,Active,309,309,1,"[1e+04,1.25e+04)"
1644430081,4/13/2016,8001,5.82000017166138,5.82000017166138,0,2.27999997138977,0.899999976158142,2.64000010490417,0,30,16,135,1259,2902,2016-04-13,NA,NA,NA,Wednesday,3,FALSE,NA,Somewhat Active,181,181,1,"[7.5e+03,1e+04)"
1644430081,4/14/2016,11037,8.02000045776367,8.02000045776367,0,0.360000014305115,2.55999994277954,5.09999990463257,0,5,58,252,1125,3226,2016-04-14,NA,NA,NA,Thursday,4,FALSE,NA,Active,315,315,1,"[1e+04,1.25e+04)"
1644430081,4/15/2016,5263,3.82999992370605,3.82999992370605,0,0.219999998807907,0.150000005960464,3.45000004768372,0,3,4,170,1263,2750,2016-04-15,NA,NA,NA,Friday,5,FALSE,NA,Low Active,177,177,1,"[5e+03,7.5e+03)"
1644430081,4/16/2016,15300,11.1199998855591,11.1199998855591,0,4.09999990463257,1.87999999523163,5.09000015258789,0,51,42,212,1135,3493,2016-04-16,NA,NA,NA,Saturday,6,TRUE,NA,Highly Active,305,305,1,"[1.5e+04,1.75e+04)"
1644430081,4/17/2016,8757,6.36999988555908,6.36999988555908,0,2.25,0.569999992847443,3.54999995231628,0,29,13,186,1212,3011,2016-04-17,NA,NA,NA,Sunday,7,TRUE,NA,Somewhat Active,228,228,1,"[7.5e+03,1e+04)"
1644430081,4/18/2016,7132,5.19000005722046,5.19000005722046,0,1.07000005245209,1.66999995708466,2.45000004768372,0,15,33,121,1271,2806,2016-04-18,NA,NA,NA,Monday,1,FALSE,NA,Low Active,169,169,1,"[5e+03,7.5e+03)"
1644430081,4/19/2016,11256,8.18000030517578,8.18000030517578,0,0.360000014305115,2.52999997138977,5.30000019073486,0,5,58,278,1099,3300,2016-04-19,NA,NA,NA,Tuesday,2,FALSE,NA,Active,341,341,1,"[1e+04,1.25e+04)"
1644430081,4/20/2016,2436,1.76999998092651,1.76999998092651,0,0,0,1.75999999046326,0.00999999977648258,0,0,125,1315,2430,2016-04-20,NA,NA,NA,Wednesday,3,FALSE,NA,Sedentary,125,125,1,"[0,2.5e+03)"
1644430081,4/21/2016,1223,0.889999985694885,0.889999985694885,0,0,0,0.879999995231628,0.00999999977648258,0,0,38,1402,2140,2016-04-21,NA,NA,NA,Thursday,4,FALSE,NA,Sedentary,38,38,1,"[0,2.5e+03)"
1644430081,4/22/2016,3673,2.67000007629395,2.67000007629395,0,0,0,2.66000008583069,0.00999999977648258,0,0,86,1354,2344,2016-04-22,NA,NA,NA,Friday,5,FALSE,NA,Sedentary,86,86,1,"[2.5e+03,5e+03)"
1644430081,4/23/2016,6637,4.82999992370605,4.82999992370605,0,0,0.579999983310699,4.25,0,0,15,160,1265,2677,2016-04-23,NA,NA,NA,Saturday,6,TRUE,NA,Low Active,175,175,1,"[5e+03,7.5e+03)"
1644430081,4/24/2016,3321,2.41000008583069,2.41000008583069,0,0,0,2.41000008583069,0,0,0,89,1351,2413,2016-04-24,NA,NA,NA,Sunday,7,TRUE,NA,Sedentary,89,89,1,"[2.5e+03,5e+03)"
1644430081,4/25/2016,3580,2.59999990463257,2.59999990463257,0,0.589999973773956,0.0599999986588955,1.95000004768372,0,8,1,94,1337,2497,2016-04-25,NA,NA,NA,Monday,1,FALSE,NA,Sedentary,103,103,1,"[2.5e+03,5e+03)"
1644430081,4/26/2016,9919,7.21000003814697,7.21000003814697,0,0.800000011920929,1.72000002861023,4.69000005722046,0,11,41,223,1165,3123,2016-04-26,NA,NA,NA,Tuesday,2,FALSE,NA,Somewhat Active,275,275,1,"[7.5e+03,1e+04)"
1644430081,4/27/2016,3032,2.20000004768372,2.20000004768372,0,0,0,2.20000004768372,0,0,0,118,1322,2489,2016-04-27,NA,NA,NA,Wednesday,3,FALSE,NA,Sedentary,118,118,1,"[2.5e+03,5e+03)"
1644430081,4/28/2016,9405,6.84000015258789,6.84000015258789,0,0.200000002980232,2.3199999332428,4.30999994277954,0,3,53,227,1157,3108,2016-04-28,NA,NA,NA,Thursday,4,FALSE,NA,Somewhat Active,283,283,1,"[7.5e+03,1e+04)"
1644430081,4/29/2016,3176,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,120,1193,2498,2016-04-29,1,119,127,Friday,5,FALSE,0.937007874015748,Sedentary,120,247,0.48582995951417,"[2.5e+03,5e+03)"
1644430081,4/30/2016,18213,13.2399997711182,13.2399997711182,0,0.629999995231628,3.14000010490417,9.46000003814697,0,9,71,402,816,3846,2016-04-30,1,124,142,Saturday,6,TRUE,0.8732394366197183,Highly Active,482,624,0.7724358974358975,"[1.75e+04,2e+04)"
1644430081,5/1/2016,6132,4.46000003814697,4.46000003814697,0,0.239999994635582,0.990000009536743,3.23000001907349,0,3,24,146,908,2696,2016-05-01,NA,NA,NA,Sunday,7,TRUE,NA,Low Active,173,532,0.325187969924812,"[5e+03,7.5e+03)"
1644430081,5/2/2016,3758,2.73000001907349,2.73000001907349,0,0.0700000002980232,0.310000002384186,2.34999990463257,0,1,7,148,682,2580,2016-05-02,1,796,961,Monday,1,FALSE,0.8283038501560874,Sedentary,156,758,0.20580474934036938,"[2.5e+03,5e+03)"
1644430081,5/3/2016,12850,9.34000015258789,9.34000015258789,0,0.720000028610229,4.09000015258789,4.53999996185303,0,10,94,221,1115,3324,2016-05-03,NA,NA,NA,Tuesday,2,FALSE,NA,Highly Active,325,325,1,"[1.25e+04,1.5e+04)"
1644430081,5/4/2016,2309,1.67999994754791,1.67999994754791,0,0,0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,2016-05-04,NA,NA,NA,Wednesday,3,FALSE,NA,Sedentary,52,52,1,"[0,2.5e+03)"
1644430081,5/5/2016,4363,3.19000005722046,3.19000005722046,0,0.519999980926514,0.540000021457672,2.13000011444092,0.00999999977648258,6,12,81,1341,2463,2016-05-05,NA,NA,NA,Thursday,4,FALSE,NA,Sedentary,99,99,1,"[2.5e+03,5e+03)"
1644430081,5/6/2016,9787,7.11999988555908,7.11999988555908,0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,2016-05-06,NA,NA,NA,Friday,5,FALSE,NA,Somewhat Active,386,386,1,"[7.5e+03,1e+04)"
1644430081,5/7/2016,13372,9.72000026702881,9.72000026702881,0,3.25999999046326,0.790000021457672,5.67000007629395,0.00999999977648258,41,17,243,1139,3404,2016-05-07,NA,NA,NA,Saturday,6,TRUE,NA,Highly Active,301,301,1,"[1.25e+04,1.5e+04)"
1644430081,5/8/2016,6724,4.8899998664856,4.8899998664856,0,0,0,4.88000011444092,0,0,0,295,991,2987,2016-05-08,1,137,154,Sunday,7,TRUE,0.8896103896103896,Low Active,295,449,0.6570155902004454,"[5e+03,7.5e+03)"
1644430081,5/9/2016,6643,4.82999992370605,4.82999992370605,0,2.39000010490417,0.349999994039536,2.08999991416931,0.00999999977648258,32,6,303,1099,3008,2016-05-09,NA,NA,NA,Monday,1,FALSE,NA,Low Active,341,341,1,"[5e+03,7.5e+03)"
1644430081,5/10/2016,9167,6.65999984741211,6.65999984741211,0,0.879999995231628,0.810000002384186,4.96999979019165,0.00999999977648258,12,19,155,1254,2799,2016-05-10,NA,NA,NA,Tuesday,2,FALSE,NA,Somewhat Active,186,186,1,"[7.5e+03,1e+04)"
1644430081,5/11/2016,1329,0.970000028610229,0.970000028610229,0,0,0,0.949999988079071,0.00999999977648258,0,0,49,713,1276,2016-05-11,NA,NA,NA,Wednesday,3,FALSE,NA,Sedentary,49,727,0.06740027510316368,"[0,2.5e+03)"
1844505072,4/12/2016,6697,4.42999982833862,4.42999982833862,0,0,0,4.42999982833862,0,0,0,339,1101,2030,2016-04-12,NA,NA,NA,Tuesday,2,FALSE,NA,Low Active,339,339,1,"[5e+03,7.5e+03)"
1844505072,4/13/2016,4929,3.25999999046326,3.25999999046326,0,0,0,3.25999999046326,0,0,0,248,1192,1860,2016-04-13,NA,NA,NA,Wednesday,3,FALSE,NA,Sedentary,248,248,1,"[2.5e+03,5e+03)"
1844505072,4/14/2016,7937,5.25,5.25,0,0,0,5.23000001907349,0,0,0,373,843,2130,2016-04-14,NA,NA,NA,Thursday,4,FALSE,NA,Somewhat Active,373,597,0.6247906197654941,"[7.5e+03,1e+04)"
1844505072,4/15/2016,3844,2.53999996185303,2.53999996185303,0,0,0,2.53999996185303,0,0,0,176,527,1725,2016-04-15,1,644,961,Friday,5,FALSE,0.6701352757544224,Sedentary,176,913,0.1927710843373494,"[2.5e+03,5e+03)"
1844505072,4/16/2016,3414,2.25999999046326,2.25999999046326,0,0,0,2.25999999046326,0,0,0,147,1293,1657,2016-04-16,NA,NA,NA,Saturday,6,TRUE,NA,Sedentary,147,147,1,"[2.5e+03,5e+03)"
1844505072,4/17/2016,4525,2.99000000953674,2.99000000953674,0,0.140000000596046,0.259999990463257,2.58999991416931,0,2,8,199,1231,1793,2016-04-17,NA,NA,NA,Sunday,7,TRUE,NA,Sedentary,209,209,1,"[2.5e+03,5e+03)"
1844505072,4/18/2016,4597,3.03999996185303,3.03999996185303,0,0,0.479999989271164,2.55999994277954,0,0,12,217,1211,1814,2016-04-18,NA,NA,NA,Monday,1,FALSE,NA,Sedentary,229,229,1,"[2.5e+03,5e+03)"
1844505072,4/19/2016,197,0.129999995231628,0.129999995231628,0,0,0,0.129999995231628,0,0,0,10,1430,1366,2016-04-19,NA,NA,NA,Tuesday,2,FALSE,NA,Sedentary,10,10,1,"[0,2.5e+03)"
1844505072,4/20/2016,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1349,2016-04-20,NA,NA,NA,Wednesday,3,FALSE,NA,Sedentary,1,1,1,"[0,2.5e+03)"
1844505072,4/21/2016,8054,5.32000017166138,5.32000017166138,0,0.119999997317791,0.519999980926514,4.67999982833862,0,2,13,308,1117,2062,2016-04-21,NA,NA,NA,Thursday,4,FALSE,NA,Somewhat Active,323,323,1,"[7.5e+03,1e+04)"
1844505072,4/22/2016,5372,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,220,1220,1827,2016-04-22,NA,NA,NA,Friday,5,FALSE,NA,Low Active,220,220,1,"[5e+03,7.5e+03)"
1844505072,4/23/2016,3570,2.35999989509583,2.35999989509583,0,0,0,2.35999989509583,0,0,0,139,1301,1645,2016-04-23,NA,NA,NA,Saturday,6,TRUE,NA,Sedentary,139,139,1,"[2.5e+03,5e+03)"
1844505072,4/24/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-04-24,NA,NA,NA,Sunday,7,TRUE,NA,Sedentary,0,0,0,"[0,2.5e+03)"
